,norm,base_features,pairwise_features,scaler,classifier,grid_accuracy_mean,grid_accuracy_std,grid_accuracy_best_params,eval_accuracy_mean,eval_accuracy_std,eval_accuracy_scores
0,-__param,bag_of_edges__param,l1_l2_linf__param,standard__None,grid__LR,0.980066445183,0.0163433539884,"{'max_iter': 50, 'C': 0.25, 'random_state': 0, 'penalty': 'l1', 'solver': 'liblinear', 'n_jobs': 1, 'fit_intercept': True}",0.976611570248,0.0118649021608,"[ 0.98347107  0.97520661  1.          0.95041322  0.95867769  0.98347107
  0.98347107  0.96694215  1.          0.97520661  0.96694215  1.
  0.98347107  0.97520661  0.95041322  0.99173554  0.98347107  0.97520661
  0.99173554  0.97520661  0.96694215  0.98347107  0.97520661  0.98347107
  0.98347107  0.98347107  0.98347107  0.99173554  0.96694215  0.99173554
  0.95867769  0.95041322  0.98347107  0.95041322  0.98347107  0.99173554
  0.99173554  0.98347107  0.97520661  0.96694215  0.98347107  0.98347107
  0.99173554  0.96694215  0.99173554  0.98347107  0.98347107  0.97520661
  0.97520661  0.97520661  0.98347107  0.96694215  0.95867769  0.99173554
  0.97520661  0.95867769  0.99173554  0.96694215  0.97520661  0.97520661
  0.95867769  0.97520661  0.97520661  0.98347107  0.98347107  0.99173554
  0.95867769  0.97520661  0.96694215  0.97520661  0.95867769  0.96694215
  0.98347107  0.97520661  0.97520661  0.99173554  0.95041322  0.97520661
  0.97520661  0.98347107  0.97520661  0.97520661  0.98347107  0.96694215
  0.96694215  0.99173554  0.97520661  0.99173554  0.99173554  0.97520661
  0.96694215  0.97520661  0.96694215  0.95867769  0.97520661  0.98347107
  0.98347107  0.98347107  0.95867769  0.96694215]"
1,-__param,bag_of_edges__param,l1_l2_linf__param,standard__None,grid__RF,0.981727574751,0.0174035861234,"{'max_features': 0.5, 'criterion': 'gini', 'oob_score': False, 'min_samples_split': 2, 'bootstrap': True, 'random_state': 0, 'max_depth': 2, 'n_estimators': 100, 'class_weight': None, 'n_jobs': 1, 'verbose': 0, 'min_weight_fraction_leaf': 0.0, 'min_samples_leaf': 1, 'max_leaf_nodes': None, 'warm_start': False}",0.981652892562,0.0116631453635,"[ 0.99173554  0.99173554  1.          0.95867769  0.97520661  0.98347107
  0.98347107  0.97520661  1.          0.97520661  0.97520661  0.99173554
  0.97520661  0.97520661  0.95867769  0.99173554  0.97520661  0.97520661
  1.          0.98347107  0.96694215  1.          0.98347107  0.98347107
  0.97520661  0.98347107  0.99173554  0.99173554  0.97520661  0.99173554
  0.96694215  0.95867769  0.98347107  0.95867769  0.98347107  1.
  0.99173554  0.99173554  0.98347107  0.97520661  0.98347107  0.99173554
  1.          0.98347107  1.          0.98347107  0.98347107  0.99173554
  0.98347107  0.97520661  0.98347107  0.96694215  0.95867769  1.
  0.98347107  0.96694215  1.          0.97520661  0.97520661  0.97520661
  0.95867769  1.          0.98347107  0.99173554  0.98347107  0.99173554
  0.95867769  0.97520661  0.96694215  0.98347107  0.96694215  0.98347107
  0.98347107  0.98347107  0.97520661  0.99173554  0.95041322  0.99173554
  0.98347107  0.99173554  0.98347107  0.97520661  1.          0.97520661
  0.96694215  0.99173554  0.97520661  0.99173554  1.          0.97520661
  0.98347107  0.99173554  0.97520661  0.98347107  0.98347107  0.98347107
  0.98347107  0.98347107  0.96694215  0.96694215]"
